task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	5c/d26459	93891462	NFCORE_GETSTRUCTURES:GETSTRUCTURES:INPUT_CHECK:DBSHEET_CHECK (dbsheet_cluster.csv)	COMPLETED	0	2024-01-23 15:12:21.304	32.9s	2s	19.4%	8.1 MB	34.1 MB	1.9 MB	446 B
1	b4/3d0005	93891463	NFCORE_GETSTRUCTURES:GETSTRUCTURES:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_igor.csv)	COMPLETED	0	2024-01-23 15:12:22.271	32.1s	0ms	78.5%	1 MB	11 MB	2 MB	13 KB
27	78/8e2afe	93891466	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ANATE20873)	COMPLETED	0	2024-01-23 15:12:55.636	33.6s	1.4s	82.8%	52.5 MB	286.9 MB	10.1 MB	629 B
12	93/5f887b	93891467	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (AMPPE07297)	COMPLETED	0	2024-01-23 15:12:56.678	32.6s	391ms	29.8%	1.5 MB	24.8 MB	97.2 KB	900 B
6	7b/b80a60	93891468	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (AILME04103)	COMPLETED	0	2024-01-23 15:12:57.740	31.6s	1.5s	83.8%	52.4 MB	287.1 MB	10.1 MB	633 B
4	ac/198579	93891469	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ACAPL21226)	COMPLETED	0	2024-01-23 15:12:58.774	30.6s	1.2s	81.4%	5.1 MB	40.9 MB	10.1 MB	634 B
9	81/a19681	93891473	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (AMPOC05179)	COMPLETED	0	2024-01-23 15:13:03.974	30.3s	1.3s	91.7%	8.8 MB	50.3 MB	10.1 MB	629 B
15	69/d750f9	93891475	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ANAPL03244)	COMPLETED	0	2024-01-23 15:13:06.201	33s	156ms	68.9%	2.8 MB	34.7 MB	97.4 KB	900 B
5	15/355a5e	93891476	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (AILME04103)	COMPLETED	0	2024-01-23 15:13:07.207	32.1s	400ms	19.0%	2.9 MB	35.2 MB	96.8 KB	893 B
7	ed/d25752	93891477	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (AMPCI13446)	COMPLETED	0	2024-01-23 15:13:08.219	31.1s	174ms	63.0%	1.5 MB	19.6 MB	97.3 KB	899 B
26	70/7a541f	93891478	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ANATE20873)	COMPLETED	0	2024-01-23 15:13:09.251	30s	166ms	48.0%	2.9 MB	35.2 MB	98.5 KB	908 B
3	81/8f5f21	93891479	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ACAPL21226)	COMPLETED	0	2024-01-23 15:13:10.291	29s	192ms	37.2%	2.9 MB	35.2 MB	98.3 KB	908 B
8	d0/45c887	93891481	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (AMPCI13446)	COMPLETED	0	2024-01-23 15:13:12.496	31.7s	1.5s	84.4%	52.4 MB	287.5 MB	10.1 MB	639 B
32	eb/a66692	93891483	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (AOTNA36637)	COMPLETED	0	2024-01-23 15:13:15.310	28.9s	1.3s	91.6%	9.2 MB	50.3 MB	10.1 MB	629 B
41	06/bfd30e	93891487	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ASTMX02127)	COMPLETED	0	2024-01-23 15:13:17.987	31.2s	165ms	37.8%	2.9 MB	35.2 MB	96.6 KB	893 B
29	b8/c2f7c1	93891491	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ANGAN39228)	COMPLETED	0	2024-01-23 15:13:20.561	33.7s	1.3s	102.8%	50.1 MB	308.7 MB	10.1 MB	633 B
16	8d/c328cb	93891494	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ANAPL03244)	COMPLETED	0	2024-01-23 15:13:21.789	32.5s	1.5s	80.6%	49.8 MB	271.6 MB	10.1 MB	629 B
10	66/559b29	93891496	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (AMPOC05179)	COMPLETED	0	2024-01-23 15:13:22.801	31.5s	170ms	58.7%	2.8 MB	34.7 MB	97.3 KB	900 B
17	80/87012b	93891498	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ANAPP09801)	COMPLETED	0	2024-01-23 15:13:24.120	30.2s	1.5s	85.1%	52.9 MB	288 MB	10.1 MB	643 B
46	07/2f7fc7	93891500	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (BOBOX31232)	COMPLETED	0	2024-01-23 15:13:25.356	28.9s	1.6s	84.8%	52.4 MB	286.9 MB	10.1 MB	643 B
18	e4/6f4b93	93891502	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ANAPP09801)	COMPLETED	0	2024-01-23 15:13:26.372	32.9s	161ms	38.5%	3 MB	35.2 MB	98.5 KB	907 B
28	52/038f7e	93891506	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ANGAN39228)	COMPLETED	0	2024-01-23 15:13:28.810	30.4s	173ms	46.5%	2.9 MB	35.2 MB	98.3 KB	909 B
30	eb/2f6d4e	93891507	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ANOCA16899)	COMPLETED	0	2024-01-23 15:13:29.723	29.5s	1.3s	91.0%	8.5 MB	44 MB	10.1 MB	629 B
43	f0/ea52e0	93891508	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (BALMU13078)	COMPLETED	0	2024-01-23 15:13:30.687	33.5s	157ms	45.4%	2.9 MB	35.2 MB	98.3 KB	904 B
50	ec/882208	93891509	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (BOVIN34943)	COMPLETED	0	2024-01-23 15:13:31.709	32.5s	175ms	42.1%	2.8 MB	34.7 MB	96.4 KB	893 B
42	4d/07c69e	93891510	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ATHCN13109)	COMPLETED	0	2024-01-23 15:13:32.721	31.5s	142ms	57.4%	2.8 MB	34.7 MB	97.2 KB	900 B
39	da/912af5	93891511	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (AOTNA36637)	COMPLETED	0	2024-01-23 15:13:33.732	30.5s	128ms	54.9%	3 MB	35.2 MB	98.3 KB	907 B
37	4f/9fd457	93891513	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ATHCN13109)	COMPLETED	0	2024-01-23 15:13:36.156	33.1s	1.3s	91.8%	9.3 MB	50.3 MB	10.1 MB	629 B
53	f6/eb31a4	93891514	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (BUFBU33599)	COMPLETED	0	2024-01-23 15:13:37.447	31.8s	1.3s	103.7%	50.6 MB	311.1 MB	10.1 MB	633 B
59	4f/2f8ddd	93891515	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CAERE24207)	COMPLETED	0	2024-01-23 15:13:38.437	30.8s	145ms	49.2%	3 MB	35.2 MB	98.3 KB	904 B
31	d8/035f8c	93891516	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ANOCA16899)	COMPLETED	0	2024-01-23 15:13:39.427	29.9s	153ms	41.4%	3 MB	35.2 MB	96.8 KB	893 B
36	3b/f7d199	93891517	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ASTMX02127)	COMPLETED	0	2024-01-23 15:13:40.472	33.8s	1.5s	84.4%	53.1 MB	288 MB	10.1 MB	643 B
63	a5/c8c79d	93891520	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CANLF00521)	COMPLETED	0	2024-01-23 15:13:44.132	30.1s	159ms	44.9%	3 MB	35.2 MB	98.4 KB	908 B
44	40/73deb4	93891523	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (BOBOX31232)	COMPLETED	0	2024-01-23 15:13:47.377	31.9s	160ms	61.0%	2.8 MB	34.7 MB	97.3 KB	900 B
56	21/531f95	93891525	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CALJA19069)	COMPLETED	0	2024-01-23 15:13:49.463	29.8s	1.3s	91.9%	8.5 MB	46.1 MB	10.1 MB	629 B
67	dc/7e4568	93891528	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CAPHI29511)	COMPLETED	0	2024-01-23 15:13:51.720	32.5s	1.5s	91.2%	10.3 MB	51 MB	10.1 MB	643 B
64	68/d4825d	93891530	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CAPHI29511)	COMPLETED	0	2024-01-23 15:13:52.736	31.5s	172ms	37.3%	2.9 MB	35.2 MB	96.5 KB	893 B
38	c0/7facd2	93891534	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (BALMU13078)	COMPLETED	0	2024-01-23 15:13:54.779	29.5s	1.5s	85.6%	52.6 MB	286.9 MB	10.1 MB	644 B
57	98/b093e9	93891536	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (BUFBU33599)	COMPLETED	0	2024-01-23 15:13:55.795	33.4s	165ms	65.3%	1.5 MB	19.6 MB	97.1 KB	899 B
62	32/df40af	93891540	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CALMI31260)	COMPLETED	0	2024-01-23 15:13:57.916	31.3s	148ms	54.3%	3 MB	35.2 MB	98.4 KB	908 B
61	bc/25c8e6	93891542	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CALJA19069)	COMPLETED	0	2024-01-23 15:13:58.792	30.5s	152ms	47.2%	3 MB	35.2 MB	98.3 KB	904 B
60	7d/9177a9	93891546	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CALMI31260)	COMPLETED	0	2024-01-23 15:14:01.050	33.2s	1.4s	92.1%	10.6 MB	51.4 MB	10.1 MB	643 B
85	7f/6c7937	93891550	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CHEAB03084)	COMPLETED	0	2024-01-23 15:14:03.495	30.9s	165ms	55.0%	2.8 MB	34.7 MB	97.3 KB	900 B
83	9d/09d3df	93891553	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CERSS31920)	COMPLETED	0	2024-01-23 15:14:04.867	29.5s	147ms	43.3%	3 MB	35.2 MB	96.8 KB	893 B
76	15/c68d0f	93891555	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CEBIM38566)	COMPLETED	0	2024-01-23 15:14:05.882	33.4s	145ms	43.7%	3 MB	35.2 MB	96.5 KB	893 B
66	11/0784bb	93891557	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CANLF00521)	COMPLETED	0	2024-01-23 15:14:06.867	32.4s	1.4s	102.6%	49.5 MB	303.5 MB	10.1 MB	633 B
70	2a/dc8e86	93891558	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CARSF28719)	COMPLETED	0	2024-01-23 15:14:08.092	31.2s	1.3s	103.6%	49.3 MB	303.1 MB	10.1 MB	633 B
87	a1/3529e3	93891562	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CHICK44071)	COMPLETED	0	2024-01-23 15:14:12.134	32.1s	144ms	44.0%	3 MB	35.2 MB	96.5 KB	893 B
47	b9/2fe346	93891563	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (BOVIN34943)	COMPLETED	0	2024-01-23 15:14:13.124	31.1s	1.8s	78.2%	53.6 MB	288 MB	10.1 MB	643 B
68	f8/dd7f94	93891564	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CARSF28719)	COMPLETED	0	2024-01-23 15:14:14.334	29.9s	148ms	37.1%	3 MB	35.2 MB	96.7 KB	893 B
55	e2/f1efbb	93891567	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CAERE24207)	COMPLETED	0	2024-01-23 15:14:17.737	31.5s	1.3s	92.2%	9.3 MB	50.3 MB	10.1 MB	629 B
84	cf/6dad36	93891569	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CEBIM38566)	COMPLETED	0	2024-01-23 15:14:20.397	28.9s	1.3s	101.7%	50.4 MB	308.6 MB	10.1 MB	633 B
92	a9/f3160c	93891570	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CHIPU00246)	COMPLETED	0	2024-01-23 15:14:21.362	32.9s	150ms	60.5%	2.8 MB	34.7 MB	97.3 KB	900 B
54	55/285e99	93891571	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (BRAFL13025)	COMPLETED	0	2024-01-23 15:14:22.264	32s	139ms	45.7%	3 MB	35.2 MB	96.7 KB	893 B
73	02/2e68ce	93891574	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CAVPO16059)	COMPLETED	0	2024-01-23 15:14:25.822	33.4s	146ms	37.3%	2.9 MB	35.2 MB	96.5 KB	893 B
98	7e/0e9fbe	93891576	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CHLSB03494)	COMPLETED	0	2024-01-23 15:14:26.863	32.4s	147ms	62.8%	1.5 MB	19.6 MB	97.2 KB	899 B
52	72/50816a	93891578	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (BRAFL13025)	COMPLETED	0	2024-01-23 15:14:27.895	31.4s	1.5s	88.3%	54.2 MB	288.8 MB	10.1 MB	639 B
69	3a/99083e	93891580	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CAVAP11557)	COMPLETED	0	2024-01-23 15:14:29.201	30.1s	145ms	62.7%	2.8 MB	34.7 MB	97.3 KB	900 B
88	2d/ba825c	93891581	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CERAT30427)	COMPLETED	0	2024-01-23 15:14:30.190	29.1s	1.2s	83.6%	5.1 MB	40.9 MB	10.1 MB	643 B
95	c5/4a8f3e	93891583	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CHEAB03084)	COMPLETED	0	2024-01-23 15:14:32.467	31.8s	1.3s	103.7%	50.4 MB	308.5 MB	10.1 MB	633 B
99	0c/9840e9	93891584	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CHICK44071)	COMPLETED	0	2024-01-23 15:14:33.454	30.8s	1.3s	92.0%	8.5 MB	46.1 MB	10.1 MB	629 B
100	3d/d194db	93891586	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CHRPI08762)	COMPLETED	0	2024-01-23 15:14:35.706	33.6s	135ms	60.0%	1.5 MB	19.6 MB	97.3 KB	899 B
90	c4/f4c68f	93891589	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CHILA21852)	COMPLETED	0	2024-01-23 15:14:37.832	31.5s	164ms	39.3%	2.9 MB	35.2 MB	96.6 KB	893 B
111	b0/4aa20b	93891590	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CRIGR13989)	COMPLETED	0	2024-01-23 15:14:38.764	30.6s	139ms	59.5%	2.8 MB	34.7 MB	97.4 KB	900 B
81	16/2b6c73	93891591	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CERAT30427)	COMPLETED	0	2024-01-23 15:14:39.711	29.7s	150ms	48.5%	2.9 MB	35.2 MB	96.5 KB	893 B
112	8c/82192e	93891592	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CHLGU18440)	COMPLETED	0	2024-01-23 15:14:40.727	33.5s	1s	92.4%	10.3 MB	51 MB	10.1 MB	642 B
119	17/d85138	93891594	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CYNSE02527)	COMPLETED	0	2024-01-23 15:14:41.707	32.6s	137ms	66.1%	2.9 MB	35.2 MB	97.3 KB	900 B
121	2f/4bc22e	93891596	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CYPVA11375)	COMPLETED	0	2024-01-23 15:14:43.815	30.5s	153ms	47.1%	3 MB	35.2 MB	98.3 KB	904 B
78	02/280d73	93891598	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CAVAP11557)	COMPLETED	0	2024-01-23 15:14:44.716	29.6s	1.3s	103.6%	49.8 MB	305.7 MB	10.1 MB	633 B
80	f4/f6f812	93891599	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CAVPO16059)	COMPLETED	0	2024-01-23 15:14:45.653	33.6s	1.3s	91.3%	10.6 MB	51.4 MB	10.1 MB	629 B
105	c0/7bbd40	93891600	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CHIPU00246)	COMPLETED	0	2024-01-23 15:14:46.652	32.6s	1.4s	103.9%	49.3 MB	303.1 MB	10.1 MB	633 B
96	ef/a36d63	93891601	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CHLGU18440)	COMPLETED	0	2024-01-23 15:14:47.847	31.5s	149ms	48.7%	3 MB	35.2 MB	96.7 KB	893 B
125	b1/f01f8a	93891602	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (DIPOR13719)	COMPLETED	0	2024-01-23 15:14:48.982	30.3s	151ms	60.9%	2.8 MB	34.7 MB	97.2 KB	900 B
124	c5/51cba8	93891603	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (DASNO05028)	COMPLETED	0	2024-01-23 15:14:49.996	29.4s	137ms	45.7%	3 MB	35.2 MB	96.8 KB	893 B
122	1f/43a704	93891604	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (DANRE43878)	COMPLETED	0	2024-01-23 15:14:51.314	32.9s	137ms	45.2%	2.9 MB	35.2 MB	98.4 KB	907 B
103	f3/4ece3d	93891605	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CHILA21852)	COMPLETED	0	2024-01-23 15:14:52.383	31.9s	1.4s	103.6%	49 MB	303.1 MB	10.1 MB	633 B
117	b9/195f38	93891606	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CIOIN12651)	COMPLETED	0	2024-01-23 15:14:53.663	30.6s	1.4s	86.8%	54.1 MB	288.8 MB	10.1 MB	643 B
128	b9/9d0430	93891608	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CORMO01353)	COMPLETED	0	2024-01-23 15:14:55.905	33.3s	1.3s	91.6%	8.7 MB	50.3 MB	10.1 MB	629 B
107	fe/e65be4	93891610	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (COLAP20227)	COMPLETED	0	2024-01-23 15:14:58.010	31.2s	143ms	57.3%	2.8 MB	34.7 MB	97.4 KB	900 B
126	a1/f990b5	93891611	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ECHNA02278)	COMPLETED	0	2024-01-23 15:14:58.940	30.3s	169ms	42.1%	2.9 MB	35.2 MB	98.3 KB	904 B
135	fe/225d40	93891613	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CYNSE02527)	COMPLETED	0	2024-01-23 15:15:01.004	33.2s	1.3s	92.7%	10.6 MB	51.4 MB	10.1 MB	629 B
131	38/845339	93891614	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ECHTE07154)	COMPLETED	0	2024-01-23 15:15:01.984	32.3s	141ms	58.1%	2.8 MB	34.7 MB	97.3 KB	900 B
130	1c/67e6e9	93891616	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CROPO18142)	COMPLETED	0	2024-01-23 15:15:03.964	30.3s	1.3s	103.2%	49.5 MB	303.5 MB	10.1 MB	633 B
136	71/14c2b6	93891617	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CYPVA11375)	COMPLETED	0	2024-01-23 15:15:04.940	29.4s	1.3s	93.2%	10.6 MB	51.4 MB	10.1 MB	629 B
138	f2/240f1a	93891621	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (DANRE43878)	COMPLETED	0	2024-01-23 15:15:09.385	29.9s	1.3s	90.5%	8.8 MB	50.3 MB	10.1 MB	629 B
143	5b/2cfd2d	93891622	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (DASNO05028)	COMPLETED	0	2024-01-23 15:15:10.322	33.9s	1.3s	102.8%	49.5 MB	303.5 MB	10.1 MB	633 B
129	17/c15f66	93891625	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CRIGR13989)	COMPLETED	0	2024-01-23 15:15:12.364	31.9s	1.3s	102.8%	49.3 MB	303.1 MB	10.1 MB	633 B
123	74/e3a894	93891626	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (COLAP20227)	COMPLETED	0	2024-01-23 15:15:13.229	31s	1.1s	92.5%	7.9 MB	43.4 MB	10.1 MB	643 B
113	8a/a63c64	93891627	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CROPO18142)	COMPLETED	0	2024-01-23 15:15:14.100	30.2s	163ms	49.5%	2.9 MB	35.2 MB	98.3 KB	908 B
106	e5/0ff90d	93891628	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CIOIN12651)	COMPLETED	0	2024-01-23 15:15:14.961	29.4s	144ms	57.6%	1.5 MB	19.6 MB	97.2 KB	899 B
134	5e/d3fa87	93891630	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ERIEU04219)	COMPLETED	0	2024-01-23 15:15:17.033	32.2s	138ms	45.7%	3 MB	35.2 MB	96.8 KB	893 B
150	a0/2e9b1c	93891632	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ECHTE07154)	COMPLETED	0	2024-01-23 15:15:19.158	30.1s	1.3s	103.0%	49.5 MB	303.5 MB	10.1 MB	633 B
156	3d/311bfe	93891633	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (FICAL13474)	COMPLETED	0	2024-01-23 15:15:20.081	29.2s	148ms	43.1%	2.9 MB	35.2 MB	96.7 KB	893 B
144	77/7791d5	93891635	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (FELCA30069)	COMPLETED	0	2024-01-23 15:15:21.089	33.1s	152ms	48.6%	1.5 MB	19.6 MB	97.1 KB	899 B
110	27/bba125	93891636	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (CORMO01353)	COMPLETED	0	2024-01-23 15:15:22.056	32.2s	140ms	45.2%	3 MB	35.2 MB	96.6 KB	893 B
152	44/88420b	93891639	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (EQUAS25630)	COMPLETED	0	2024-01-23 15:15:25.438	33.8s	1.3s	104.1%	49.5 MB	303.5 MB	10.1 MB	633 B
151	52/8ecf35	93891640	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ELEEL25818)	COMPLETED	0	2024-01-23 15:15:26.405	32.9s	1.1s	91.4%	8.8 MB	50.3 MB	10.1 MB	643 B
133	5a/6cab39	93891643	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (EQUAS25630)	COMPLETED	0	2024-01-23 15:15:30.224	29.1s	139ms	38.9%	3 MB	35.2 MB	96.6 KB	893 B
157	ab/252116	93891644	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (FUKDA10489)	COMPLETED	0	2024-01-23 15:15:31.155	33.1s	158ms	40.4%	3 MB	35.2 MB	96.8 KB	893 B
163	76/18836d	93891646	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (GORGO41620)	COMPLETED	0	2024-01-23 15:15:33.320	30.9s	145ms	62.7%	2.9 MB	35.2 MB	97.2 KB	900 B
116	4b/51dc88	93891648	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CHRPI08762)	COMPLETED	0	2024-01-23 15:15:35.829	33.5s	1s	92.9%	10.3 MB	51 MB	10.1 MB	642 B
114	1d/0d3548	93891649	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (CHLSB03494)	COMPLETED	0	2024-01-23 15:15:36.832	32.5s	1.3s	92.1%	8.8 MB	50.3 MB	10.1 MB	629 B
